id_estudante,genero,horas_estudo,percentual_frequencia,horas_sono,escolaridade_pais,acesso_internet,atividades_extracurriculares,trabalho_meio_periodo,nota_anterior,pontuacao_prova_final,nota_final
299,Masculino,1.7,73.2,7.2,Mestrado,Não,Sim,Não,67.9,69.2,D
300,Feminino,4.6,96.9,7.2,Mestrado,Sim,Não,Sim,64.8,82.3,B
301,Masculino,3.1,80.4,7.4,Bacharelado,Sim,Sim,Sim,75.3,80.9,B
302,Masculino,2.9,87.0,5.0,Ensino Médio,Sim,Sim,Não,61.0,82.4,B
303,Masculino,4.6,87.8,7.7,Bacharelado,Sim,Sim,Não,56.2,91.0,A
304,Feminino,4.2,82.4,7.5,Ensino Médio,Não,Não,Não,71.3,81.6,B
305,Feminino,3.0,90.9,5.6,Bacharelado,Sim,Não,Sim,74.6,83.2,B
306,Masculino,5.2,80.3,6.5,Bacharelado,Sim,Sim,Não,55.9,80.7,B
307,Feminino,1.9,93.7,6.8,Mestrado,Sim,Sim,Sim,81.1,87.2,B
308,Feminino,4.4,71.5,6.6,Ensino Médio,Sim,Sim,Sim,48.8,72.8,C
309,Feminino,4.4,86.3,7.2,Bacharelado,Sim,Não,Não,63.1,85.2,B
310,Feminino,3.0,100.0,8.5,Ensino Médio,Sim,Não,Sim,66.9,83.3,B
311,Feminino,4.0,75.0,8.1,Ensino Médio,Sim,Sim,Não,62.4,82.6,B
312,Masculino,1.6,78.2,5.2,Mestrado,Sim,Não,Sim,63.2,63.4,D
313,Feminino,4.9,90.1,7.5,,Sim,Sim,Não,92.5,100.0,A
314,Masculino,3.2,86.8,8.4,Bacharelado,Sim,Não,Não,59.8,79.4,C
315,Masculino,2.7,88.5,7.3,Mestrado,Sim,Sim,Não,99.3,100.0,A
316,Feminino,5.1,89.9,8.1,Doutorado,Sim,Sim,Não,75.2,100.0,A
317,Masculino,2.4,91.3,9.2,Mestrado,Não,Sim,Sim,71.1,72.9,C
318,Masculino,1.4,96.1,8.0,Ensino Médio,Não,Sim,Não,75.7,79.2,C
319,Masculino,1.2,89.1,7.1,,Sim,Não,Não,100.0,84.2,B
320,Feminino,4.4,82.6,8.1,Bacharelado,Sim,Sim,Sim,58.1,80.7,B
321,Feminino,1.6,91.7,7.0,Ensino Médio,Sim,Não,Não,56.6,85.3,B
322,Masculino,6.1,100.0,6.8,Ensino Médio,Sim,Não,Sim,60.9,93.1,A
323,Feminino,0.5,83.7,6.4,Bacharelado,Sim,Sim,Não,70.4,73.5,C
324,Feminino,6.0,75.3,8.7,Ensino Médio,Sim,Sim,Não,49.3,90.8,A
325,Feminino,3.8,96.1,5.8,Ensino Médio,Sim,Sim,Sim,70.3,80.8,B
326,Feminino,3.4,83.8,8.6,Ensino Médio,Sim,Não,Não,90.3,88.9,B
327,Masculino,2.7,63.3,7.4,Mestrado,Não,Sim,Não,71.8,63.7,D
328,Masculino,4.1,93.5,5.1,Doutorado,Sim,Sim,Não,66.5,82.6,B
329,Feminino,3.4,79.6,7.2,Ensino Médio,Sim,Sim,Não,62.6,63.7,D
330,Feminino,5.2,84.1,4.3,Doutorado,Sim,Não,Não,80.8,96.6,A
331,Masculino,3.7,88.3,7.6,Doutorado,Sim,Sim,Não,60.1,97.0,A
332,Masculino,3.7,86.9,7.9,Mestrado,Não,Sim,Não,92.2,93.3,A
333,Feminino,3.0,92.1,6.1,Ensino Médio,Sim,Sim,Sim,93.2,82.8,B
334,Masculino,3.4,80.6,6.9,Mestrado,Sim,Sim,Não,73.1,81.2,B
335,Feminino,4.0,90.1,9.1,,Sim,Não,Não,69.9,88.7,B
336,Feminino,0.9,82.4,6.2,Mestrado,Sim,Sim,Não,82.4,71.2,C
337,Masculino,1.5,92.4,5.5,Ensino Médio,Sim,Não,Não,83.1,87.1,B
338,Masculino,4.6,91.2,8.6,Bacharelado,Sim,Não,Não,60.3,94.9,A
339,Feminino,3.8,75.6,9.2,Bacharelado,Sim,Não,Não,63.7,76.1,C
340,Feminino,3.2,95.9,6.8,Bacharelado,Sim,Não,Não,54.1,85.1,B
341,Masculino,3.5,79.6,8.0,Ensino Médio,Sim,Sim,Não,74.9,96.3,A
342,Feminino,4.0,93.1,8.4,Ensino Médio,Sim,Sim,Não,78.0,100.0,A
343,Masculino,2.7,88.7,5.9,Mestrado,Sim,Não,Não,53.8,92.0,A
344,Feminino,2.3,100.0,6.2,Doutorado,Sim,Sim,Não,64.5,77.2,C
345,Masculino,3.8,82.8,8.3,Ensino Médio,Sim,Não,Não,53.8,97.5,A
346,Masculino,2.0,81.5,8.8,,Sim,Sim,Sim,59.2,70.6,C
347,Masculino,4.1,84.8,7.5,Ensino Médio,Sim,Não,Não,76.6,87.2,B
348,Feminino,0.9,82.0,5.7,Mestrado,Sim,Não,Não,61.2,69.0,D
349,Feminino,5.0,93.0,9.2,Mestrado,Sim,Sim,Sim,66.4,90.2,A
350,Masculino,4.2,68.8,6.2,Mestrado,Sim,Sim,Sim,50.5,74.0,C
351,Feminino,3.9,74.5,6.4,,Sim,Não,Não,72.2,75.3,C
352,Masculino,5.0,74.3,7.2,Ensino Médio,Sim,Não,Não,69.5,86.5,B
353,Masculino,6.0,94.5,8.7,Doutorado,Sim,Sim,Não,61.3,100.0,A
354,Feminino,5.0,100.0,7.8,Ensino Médio,Sim,Não,Sim,67.7,93.6,A
355,Feminino,0.7,84.0,7.3,Mestrado,Sim,Sim,Sim,72.2,72.0,C
356,Masculino,1.6,83.3,7.4,Mestrado,Sim,Sim,Não,60.2,76.2,C
357,Feminino,2.6,85.7,6.9,Mestrado,Sim,Não,Não,52.3,80.9,B
358,Feminino,3.5,96.6,7.5,Ensino Médio,Sim,Não,Sim,91.7,85.3,B
359,Masculino,4.3,75.7,3.8,Doutorado,Sim,Não,Não,62.4,81.9,B
360,Masculino,2.4,87.4,6.4,Ensino Médio,Sim,Não,Não,68.8,78.0,C
361,Feminino,3.8,94.8,7.1,Ensino Médio,Sim,Sim,Sim,82.1,93.6,A
362,Masculino,2.4,90.0,5.4,Mestrado,Sim,Não,Sim,100.0,95.1,A
363,Masculino,2.6,86.9,7.3,Bacharelado,Sim,Sim,Sim,55.1,66.7,D
364,Feminino,1.4,95.0,6.6,Mestrado,Sim,Sim,Não,75.4,75.6,C
365,Masculino,2.1,58.0,8.9,Bacharelado,Sim,Sim,Não,61.5,57.4,F
366,Masculino,1.5,91.8,8.7,Ensino Médio,Sim,Sim,Não,63.5,75.4,C
367,Feminino,2.0,78.5,6.2,Mestrado,Sim,Sim,Não,61.4,80.5,B
368,Feminino,5.1,66.7,6.6,Bacharelado,Não,Sim,Não,56.5,75.1,C
369,Masculino,2.1,90.1,6.7,Ensino Médio,Não,Sim,Não,69.5,67.8,D
370,Masculino,7.4,98.7,6.3,Mestrado,Sim,Sim,Não,52.3,97.4,A
371,Feminino,4.2,83.6,7.0,Bacharelado,Sim,Não,Sim,81.4,80.2,B
372,Feminino,3.8,94.5,5.9,Bacharelado,Sim,Sim,Não,70.7,82.8,B
373,Feminino,2.2,100.0,5.4,Bacharelado,Sim,Sim,Não,75.1,87.8,B
374,Feminino,4.6,98.1,7.5,Mestrado,Sim,Não,Não,64.4,85.8,B
375,Masculino,2.6,100.0,7.6,Mestrado,Sim,Não,Não,65.6,91.7,A
376,Feminino,3.7,92.4,5.8,Mestrado,Sim,Não,Sim,73.5,84.9,B
377,Feminino,7.3,85.8,7.9,Ensino Médio,Sim,Sim,Não,56.0,99.3,A
378,Masculino,3.4,69.0,6.0,Mestrado,Sim,Não,Não,65.7,74.3,C
379,Feminino,5.2,82.5,7.1,Mestrado,Sim,Sim,Não,59.7,93.3,A
380,Masculino,2.4,76.6,7.8,Mestrado,Sim,Sim,Não,59.3,79.4,C
381,Feminino,3.4,100.0,6.8,Bacharelado,Não,Sim,Não,44.7,77.4,C
382,Feminino,6.2,83.2,7.3,Doutorado,Sim,Não,Não,86.1,100.0,A
383,Feminino,2.6,86.2,6.2,Mestrado,Sim,Sim,Não,61.8,76.8,C
384,Masculino,6.2,90.5,6.6,Ensino Médio,Sim,Sim,Não,84.0,100.0,A
385,Masculino,4.6,85.4,6.6,Bacharelado,Não,Sim,Não,82.8,88.6,B
386,Feminino,2.7,100.0,5.9,Doutorado,Sim,Não,Não,54.6,79.1,C
387,Masculino,4.4,78.8,6.6,Ensino Médio,Sim,Não,Não,56.9,79.4,C
388,Masculino,5.0,86.9,4.9,,Sim,Sim,Não,100.0,100.0,A
389,Masculino,4.4,77.6,6.2,Mestrado,Sim,Não,Sim,91.0,86.7,B
390,Masculino,1.1,71.8,6.5,Bacharelado,Sim,Sim,Sim,69.6,69.5,D
391,Masculino,2.4,78.9,6.5,Ensino Médio,Sim,Não,Não,73.1,86.3,B
392,Masculino,3.1,84.6,6.5,Ensino Médio,Sim,Sim,Não,62.4,87.3,B
393,Feminino,3.4,80.7,6.7,,Não,Não,Não,75.2,72.1,C
394,Feminino,4.4,78.1,7.4,Ensino Médio,Sim,Sim,Não,61.4,92.3,A
395,Masculino,3.8,70.9,7.8,Mestrado,Sim,Não,Sim,45.6,67.6,D
396,Feminino,1.5,84.2,6.0,Bacharelado,Sim,Sim,Não,54.1,72.7,C
397,Feminino,4.1,70.0,5.4,Ensino Médio,Sim,Sim,Não,70.3,76.1,C
398,Feminino,4.4,92.6,5.5,Ensino Médio,Não,Sim,Não,56.4,81.2,B
399,Feminino,4.3,85.8,6.2,Bacharelado,Sim,Sim,Não,69.2,90.4,A
400,Masculino,5.1,70.4,6.4,,Sim,Sim,Não,57.1,73.2,C
401,Feminino,4.8,81.9,5.9,Bacharelado,Sim,Não,Sim,60.6,85.2,B
402,Feminino,4.2,77.5,5.2,Bacharelado,Sim,Sim,Não,80.2,96.4,A
403,Masculino,3.4,88.2,6.3,Ensino Médio,Sim,Não,Sim,73.0,81.9,B
404,Masculino,1.0,98.4,7.0,Bacharelado,Sim,Não,Não,69.9,86.5,B
405,Feminino,4.1,66.2,7.5,Bacharelado,Sim,Não,Não,80.5,84.7,B
406,Feminino,3.8,86.2,6.1,Doutorado,Sim,Não,Não,75.8,93.0,A
407,Feminino,3.9,83.4,6.3,Bacharelado,Sim,Não,Não,87.4,78.9,C
408,Feminino,1.6,91.7,5.7,Bacharelado,Sim,Sim,Não,64.5,90.4,A
409,Feminino,1.9,87.1,6.8,Ensino Médio,Não,Não,Não,64.8,80.1,B
410,Feminino,5.1,77.5,5.8,,Sim,Sim,Sim,54.4,78.1,C
411,Masculino,3.4,81.8,7.5,Ensino Médio,Sim,Não,Não,64.9,70.1,C
412,Feminino,4.5,77.0,4.7,Ensino Médio,Sim,Não,Não,81.6,90.2,A
413,Feminino,3.5,95.8,6.4,Mestrado,Sim,Sim,Não,85.6,86.5,B
414,Masculino,3.5,85.2,7.2,Bacharelado,Sim,Sim,Não,81.5,93.5,A
415,Masculino,4.9,100.0,7.0,Bacharelado,Não,Sim,Sim,48.5,83.3,B
416,Masculino,2.7,84.4,10.0,Bacharelado,Sim,Não,Sim,83.0,81.2,B
417,Masculino,3.6,77.9,7.2,Mestrado,Não,Não,Não,47.9,76.0,C
418,Feminino,2.8,69.9,5.6,Ensino Médio,Sim,Sim,Não,80.8,84.9,B
419,Feminino,2.8,67.0,6.7,Mestrado,Sim,Não,Não,65.6,79.2,C
420,Feminino,3.0,69.2,4.7,Bacharelado,Não,Não,Não,78.4,72.8,C
421,Feminino,3.8,87.7,6.7,Bacharelado,Sim,Sim,Sim,54.0,69.9,D
422,Feminino,2.8,90.1,5.8,Bacharelado,Não,Sim,Não,84.1,89.6,B
423,Feminino,5.4,69.2,7.9,Ensino Médio,Sim,Não,Sim,52.4,77.3,C
424,Masculino,2.2,94.0,6.1,Mestrado,Não,Não,Não,62.0,64.6,D
425,Feminino,3.2,80.2,6.7,Bacharelado,Sim,Não,Sim,58.0,81.8,B
426,Masculino,2.8,86.5,6.0,Ensino Médio,Sim,Sim,Não,48.9,86.2,B
427,Masculino,5.7,100.0,8.9,Bacharelado,Sim,Sim,Sim,71.1,100.0,A
428,Feminino,3.8,94.0,6.4,,Sim,Sim,Não,91.7,100.0,A
429,Masculino,5.0,82.3,9.0,Bacharelado,Sim,Sim,Não,100.0,100.0,A
430,Feminino,1.3,76.1,7.8,,Sim,Sim,Não,71.2,72.0,C
431,Masculino,3.9,63.5,7.4,Ensino Médio,Sim,Não,Não,83.4,81.2,B
432,Feminino,4.8,77.8,7.2,Ensino Médio,Sim,Sim,Não,72.8,100.0,A
433,Masculino,3.6,82.9,7.3,Ensino Médio,Sim,Não,Sim,76.0,79.7,C
434,Feminino,5.1,75.1,4.5,Bacharelado,Sim,Sim,Não,65.9,89.4,B
435,Feminino,2.7,83.7,6.5,Ensino Médio,Sim,Não,Não,72.3,77.8,C
436,Feminino,5.6,85.8,7.8,Ensino Médio,Sim,Sim,Sim,76.4,93.4,A
437,Feminino,6.9,82.8,6.7,,Sim,Sim,Sim,63.1,100.0,A
438,Feminino,3.0,78.5,5.1,Mestrado,Sim,Sim,Não,69.1,76.5,C
439,Masculino,2.8,86.7,6.7,Mestrado,Sim,Não,Não,69.3,79.3,C
440,Masculino,5.7,89.4,8.8,Ensino Médio,Não,Não,Não,79.9,100.0,A
441,Masculino,5.9,74.1,8.3,Ensino Médio,Sim,Sim,Não,57.2,98.9,A
442,Feminino,2.7,99.1,6.7,Ensino Médio,Sim,Sim,Sim,69.4,87.5,B
443,Masculino,2.9,84.0,7.9,Mestrado,Sim,Não,Sim,92.9,85.2,B
444,Feminino,3.1,85.2,6.4,,Sim,Sim,Não,84.0,86.0,B
445,Feminino,1.5,92.1,4.8,Bacharelado,Sim,Sim,Sim,86.2,80.7,B
446,Masculino,2.1,87.3,5.7,Ensino Médio,Sim,Não,Não,70.3,79.9,C
447,Masculino,2.0,94.5,8.7,Bacharelado,Sim,Não,Não,73.9,79.1,C
448,Feminino,2.3,87.9,6.5,Ensino Médio,Sim,Sim,Sim,82.0,87.1,B
449,Masculino,3.4,78.9,6.5,Bacharelado,Sim,Sim,Não,88.7,90.7,A
450,Feminino,3.9,88.6,6.4,Bacharelado,Sim,Não,Sim,46.6,64.6,D
451,Feminino,5.8,73.6,9.1,Mestrado,Não,Sim,Não,54.2,77.9,C
452,Feminino,2.0,86.1,8.8,Ensino Médio,Sim,Sim,Sim,85.7,82.0,B
453,Feminino,5.0,84.7,9.5,Ensino Médio,Sim,Não,Não,66.7,92.8,A
454,Feminino,3.2,82.9,6.6,,Não,Não,Não,61.9,85.4,B
455,Masculino,3.4,83.7,7.2,Ensino Médio,Sim,Sim,Não,55.0,80.7,B
456,Masculino,4.5,66.2,5.0,Ensino Médio,Sim,Não,Não,63.3,72.7,C
457,Feminino,1.8,79.5,8.6,Ensino Médio,Sim,Não,Sim,53.2,68.8,D
458,Feminino,4.1,85.9,5.4,Ensino Médio,Não,Sim,Não,95.1,89.9,B
459,Masculino,3.7,86.6,7.1,Bacharelado,Não,Não,Não,69.7,83.3,B
460,Masculino,4.2,74.7,5.5,Mestrado,Sim,Sim,Não,69.3,86.8,B
461,Feminino,3.9,97.7,6.1,Ensino Médio,Sim,Sim,Sim,77.1,98.2,A
462,Masculino,7.2,76.3,5.8,Bacharelado,Sim,Não,Não,81.5,100.0,A
463,Feminino,2.5,94.7,6.1,Mestrado,Sim,Sim,Sim,81.4,95.1,A
464,Masculino,2.7,89.3,6.2,Bacharelado,Sim,Sim,Não,82.9,93.5,A
465,Feminino,2.6,78.5,6.1,Doutorado,Não,Sim,Sim,62.4,63.2,D
466,Masculino,2.7,100.0,7.8,Doutorado,Sim,Sim,Não,66.4,100.0,A
467,Feminino,2.5,73.1,5.5,Ensino Médio,Sim,Não,Sim,79.2,77.1,C
468,Masculino,5.3,94.2,7.1,Mestrado,Sim,Não,Não,63.7,88.8,B
469,Masculino,5.6,95.0,8.3,Bacharelado,Sim,Não,Não,69.9,100.0,A
470,Feminino,2.6,78.3,6.2,,Sim,Sim,Sim,74.8,89.9,B
471,Masculino,2.3,98.9,5.9,Bacharelado,Sim,Sim,Não,79.4,87.6,B
472,Feminino,4.2,82.5,6.5,,Não,Sim,Sim,48.7,68.0,D
473,Masculino,2.7,87.9,8.2,Mestrado,Não,Sim,Não,78.6,82.2,B
474,Feminino,4.4,87.6,7.0,Ensino Médio,Sim,Sim,Não,67.2,94.0,A
475,Masculino,3.8,83.7,6.2,Bacharelado,Não,Não,Não,78.5,90.9,A
476,Feminino,1.2,93.1,7.4,,Sim,Não,Não,79.3,85.0,B
477,Masculino,5.8,92.9,5.5,Doutorado,Sim,Não,Sim,89.3,100.0,A
478,Feminino,6.2,67.5,7.6,Ensino Médio,Sim,Sim,Não,86.2,100.0,A
479,Masculino,2.6,98.0,7.3,Mestrado,Sim,Não,Sim,86.2,87.4,B
480,Feminino,2.9,68.4,6.4,Ensino Médio,Não,Sim,Não,87.3,84.8,B
481,Feminino,3.9,95.3,5.8,Ensino Médio,Sim,Sim,Não,73.5,89.5,B
482,Feminino,4.0,96.3,5.7,Bacharelado,Sim,Não,Não,70.4,92.3,A
483,Masculino,4.5,74.1,7.4,Ensino Médio,Sim,Não,Sim,80.5,86.6,B
484,Feminino,6.5,80.9,8.3,Mestrado,Sim,Sim,Não,78.8,100.0,A
485,Masculino,3.2,73.9,6.0,Ensino Médio,Sim,Sim,Não,66.3,75.7,C
486,Feminino,2.3,82.9,7.4,Mestrado,Sim,Sim,Sim,74.9,87.3,B
487,Masculino,1.4,81.9,4.3,Ensino Médio,Sim,Não,Não,69.6,66.6,D
488,Feminino,2.4,92.8,6.1,Ensino Médio,Sim,Sim,Não,59.8,74.1,C
489,Masculino,3.5,98.1,6.8,Ensino Médio,Sim,Não,Não,85.5,100.0,A
490,Masculino,6.2,99.0,5.7,Ensino Médio,Sim,Sim,Não,70.7,100.0,A
491,Feminino,2.7,79.4,5.7,Ensino Médio,Sim,Sim,Não,94.6,74.3,C
492,Masculino,3.8,82.9,6.0,Ensino Médio,Sim,Sim,Sim,50.5,71.1,C
493,Masculino,3.5,68.2,7.2,Bacharelado,Sim,Sim,Não,63.3,66.7,D
494,Feminino,5.3,76.9,6.6,Ensino Médio,Sim,Sim,Sim,70.4,82.1,B
495,Masculino,7.3,94.6,4.1,Bacharelado,Sim,Não,Não,83.6,88.5,B
496,Masculino,2.7,100.0,4.3,Bacharelado,Não,Não,Não,74.8,79.4,C
497,Masculino,2.8,72.7,6.1,Doutorado,Sim,Não,Não,73.7,71.0,C
498,Feminino,5.1,79.1,7.3,,Sim,Não,Não,56.5,85.4,B
499,Masculino,4.5,84.7,3.5,Bacharelado,Não,Não,Sim,56.1,61.8,D
500,Feminino,6.3,87.8,6.2,Ensino Médio,Sim,Não,Não,73.9,99.6,A
501,Masculino,4.4,76.9,6.2,Ensino Médio,Sim,Não,Não,53.6,76.1,C
502,Masculino,3.0,89.2,8.5,,Sim,Sim,Sim,63.6,90.4,A
503,Masculino,4.4,80.3,6.3,Ensino Médio,Não,Sim,Não,76.0,93.3,A
504,Feminino,5.2,84.9,7.3,Ensino Médio,Não,Sim,Não,58.2,88.9,B
505,Masculino,4.7,90.5,7.0,Ensino Médio,Sim,Sim,Não,89.3,99.0,A
506,Masculino,4.3,85.1,4.2,Ensino Médio,Sim,Sim,Sim,84.7,100.0,A
507,Feminino,5.1,80.6,7.7,Ensino Médio,Sim,Não,Não,51.1,74.5,C
508,Masculino,5.3,83.9,7.1,Mestrado,Não,Sim,Sim,58.8,72.8,C
509,Feminino,5.6,84.1,7.4,Ensino Médio,Não,Sim,Sim,42.6,76.1,C
510,Feminino,4.5,81.3,10.0,Bacharelado,Sim,Sim,Sim,60.6,99.5,A
511,Masculino,3.2,82.4,4.3,Ensino Médio,Sim,Sim,Sim,79.2,79.9,C
512,Feminino,3.7,100.0,8.9,Ensino Médio,Sim,Sim,Sim,65.0,88.2,B
513,Masculino,5.3,90.6,6.5,,Sim,Sim,Não,75.5,88.9,B
514,Feminino,2.3,82.0,7.1,Ensino Médio,Sim,Sim,Não,51.7,77.9,C
515,Feminino,4.1,92.0,6.7,Mestrado,Sim,Sim,Sim,79.6,97.2,A
516,Masculino,2.9,81.7,6.3,Bacharelado,Sim,Não,Sim,63.3,79.3,C
517,Feminino,3.5,96.7,6.1,Ensino Médio,Sim,Não,Não,70.1,84.2,B
518,Feminino,5.4,88.7,7.2,,Não,Sim,Não,68.9,86.3,B
519,Feminino,3.8,83.9,5.0,Ensino Médio,Sim,Sim,Sim,54.7,67.6,D
520,Feminino,3.6,89.5,7.7,Doutorado,Sim,Sim,Sim,56.2,80.7,B
521,Feminino,1.5,69.3,6.3,Ensino Médio,Sim,Não,Sim,81.6,64.7,D
522,Masculino,4.6,73.7,5.4,Doutorado,Não,Sim,Sim,74.8,71.8,C
523,Feminino,4.5,73.1,6.3,Ensino Médio,Sim,Sim,Sim,82.6,84.9,B
524,Masculino,6.7,86.4,8.3,Bacharelado,Sim,Não,Não,73.9,100.0,A
525,Feminino,3.0,100.0,6.2,Mestrado,Sim,Sim,Sim,71.7,82.4,B
526,Masculino,3.8,100.0,7.2,,Sim,Sim,Não,49.3,87.3,B
527,Masculino,3.9,91.4,5.9,,Sim,Sim,Sim,66.8,84.8,B
528,Feminino,5.9,90.0,7.7,Mestrado,Sim,Não,Não,69.7,96.4,A
529,Feminino,3.4,67.0,7.6,Doutorado,Não,Não,Não,93.4,84.3,B
530,Feminino,3.9,79.6,9.0,Ensino Médio,Sim,Não,Não,78.2,84.5,B
531,Masculino,4.4,77.1,6.6,Ensino Médio,Sim,Sim,Não,88.4,94.7,A
532,Feminino,3.8,78.8,7.6,Ensino Médio,Sim,Sim,Não,77.2,89.6,B
533,Masculino,2.8,83.3,6.9,Bacharelado,Sim,Não,Não,61.5,68.6,D
534,Masculino,3.8,80.3,8.4,Bacharelado,Sim,Não,Não,71.4,92.8,A
535,Masculino,5.1,65.2,5.9,Bacharelado,Sim,Sim,Não,72.8,80.7,B
536,Feminino,2.0,92.5,7.7,Ensino Médio,Sim,Não,Não,58.7,77.6,C
537,Feminino,3.7,74.3,6.6,Mestrado,Sim,Sim,Não,65.4,87.7,B
538,Masculino,2.4,87.4,6.7,Ensino Médio,Sim,Sim,Não,67.5,86.0,B
539,Masculino,5.3,100.0,6.9,Ensino Médio,Sim,Não,Não,89.3,100.0,A
540,Feminino,1.2,75.8,7.1,Bacharelado,Sim,Sim,Sim,45.0,57.3,F
541,Masculino,2.7,59.7,6.7,Mestrado,Não,Não,Sim,84.5,75.6,C
542,Feminino,4.1,82.1,7.1,Mestrado,Sim,Sim,Não,58.8,87.3,B
543,Masculino,5.8,96.0,8.7,Bacharelado,Sim,Sim,Sim,53.5,88.8,B
544,Feminino,3.4,100.0,8.0,Ensino Médio,Sim,Não,Não,84.2,91.8,A
545,Masculino,2.7,72.7,7.8,Bacharelado,Sim,Não,Sim,78.8,66.0,D
546,Feminino,6.3,90.0,6.3,Ensino Médio,Sim,Sim,Não,85.1,100.0,A
547,Masculino,1.3,80.3,5.7,Bacharelado,Não,Sim,Não,79.6,71.1,C
548,Feminino,0.5,83.9,7.9,Bacharelado,Sim,Não,Não,94.7,88.8,B
549,Feminino,4.2,100.0,7.9,Ensino Médio,Sim,Sim,Não,76.7,100.0,A
550,Masculino,2.7,70.0,8.6,Ensino Médio,Sim,Não,Não,68.1,85.2,B
551,Masculino,2.0,87.5,6.1,,Sim,Não,Não,74.1,75.4,C
552,Feminino,4.6,89.7,6.5,,Sim,Sim,Não,84.9,100.0,A
553,Masculino,3.9,95.9,4.8,Bacharelado,Sim,Sim,Sim,60.6,78.9,C
554,Feminino,2.7,86.0,6.3,Ensino Médio,Sim,Sim,Não,62.2,83.4,B
555,Masculino,1.6,88.1,8.0,Ensino Médio,Não,Não,Não,66.3,63.4,D
556,Feminino,4.8,81.1,6.2,Bacharelado,Sim,Sim,Não,44.7,80.7,B
557,Feminino,4.5,87.7,7.6,,Sim,Sim,Não,71.7,80.8,B
558,Feminino,3.4,81.6,6.6,Ensino Médio,Sim,Sim,Não,47.4,73.1,C
559,Feminino,6.3,91.2,7.2,Mestrado,Sim,Não,Sim,70.6,99.8,A
560,Feminino,1.9,81.3,5.4,Ensino Médio,Sim,Sim,Sim,80.4,73.5,C
561,Feminino,1.2,88.8,6.9,,Sim,Sim,Não,64.3,68.2,D
562,Masculino,2.5,84.7,3.2,Bacharelado,Não,Não,Não,90.1,83.9,B
563,Masculino,3.4,96.3,6.6,Mestrado,Não,Não,Não,52.5,75.3,C
564,Masculino,3.9,84.5,4.8,Ensino Médio,Não,Não,Sim,84.3,78.7,C
565,Feminino,3.1,67.3,8.2,Bacharelado,Sim,Sim,Não,78.1,82.8,B
566,Feminino,4.0,97.6,7.7,Ensino Médio,Sim,Sim,Não,49.4,100.0,A
567,Feminino,1.6,75.9,7.4,Ensino Médio,Sim,Não,Não,100.0,92.6,A
568,Feminino,5.7,78.5,8.6,,Sim,Sim,Sim,69.2,99.1,A
569,Masculino,3.4,79.0,5.7,,Sim,Não,Sim,59.5,76.2,C
570,Masculino,5.2,98.7,8.9,Doutorado,Sim,Não,Sim,53.1,90.9,A
571,Feminino,4.0,63.6,7.9,Bacharelado,Sim,Sim,Sim,67.4,63.3,D
572,Masculino,4.2,100.0,6.5,Mestrado,Sim,Não,Sim,68.5,85.0,B
573,Masculino,4.4,95.6,8.2,Ensino Médio,Sim,Não,Sim,71.2,88.7,B
574,Feminino,4.2,87.2,5.5,Ensino Médio,Sim,Sim,Não,66.4,75.3,C
575,Masculino,4.5,84.5,5.8,Ensino Médio,Sim,Sim,Não,77.6,84.9,B
576,Feminino,5.5,87.9,6.1,Bacharelado,Sim,Sim,Não,65.3,81.1,B
577,Masculino,3.8,90.2,6.2,Bacharelado,Sim,Sim,Sim,46.8,75.6,C
578,Feminino,4.6,91.5,5.5,Ensino Médio,Sim,Sim,Não,68.2,95.5,A
579,Feminino,3.4,90.6,8.3,Bacharelado,Sim,Não,Não,41.6,83.3,B
580,Feminino,5.7,85.9,6.5,Mestrado,Sim,Não,Sim,74.2,95.7,A
581,Feminino,2.5,83.0,7.2,Bacharelado,Sim,Sim,Não,58.2,70.4,C
582,Masculino,6.2,83.5,6.1,Ensino Médio,Sim,Sim,Sim,72.0,82.7,B
583,Feminino,3.4,83.1,4.6,Ensino Médio,Sim,Não,Não,85.8,76.7,C
584,Feminino,1.4,96.3,7.1,Ensino Médio,Sim,Sim,Não,58.6,68.4,D
585,Feminino,3.7,90.9,4.5,Ensino Médio,Sim,Não,Não,82.7,84.6,B
586,Masculino,2.5,55.6,6.7,Bacharelado,Sim,Sim,Não,64.8,67.7,D
587,Feminino,4.8,91.6,5.2,Bacharelado,Não,Sim,Não,91.0,89.2,B
588,Masculino,2.5,86.9,9.2,Mestrado,Sim,Sim,Não,65.6,85.0,B
589,Feminino,2.8,84.8,7.9,Bacharelado,Sim,Não,Não,59.9,77.3,C
590,Masculino,0.7,81.1,6.9,Mestrado,Sim,Sim,Sim,78.2,72.2,C
591,Masculino,2.8,96.2,8.3,Ensino Médio,Sim,Não,Sim,64.8,89.0,B
592,Feminino,0.5,94.5,5.8,Bacharelado,Sim,Sim,Não,59.9,63.2,D
593,Masculino,1.1,77.3,7.5,Mestrado,Sim,Sim,Não,64.3,73.2,C
594,Feminino,4.6,89.1,7.0,Ensino Médio,Não,Sim,Não,69.5,87.0,B
595,Feminino,4.7,75.3,7.1,Ensino Médio,Sim,Não,Sim,86.1,88.5,B
596,Feminino,4.1,71.2,8.3,Doutorado,Sim,Não,Não,46.8,80.4,B
597,Masculino,2.0,78.7,7.7,Ensino Médio,Sim,Sim,Sim,70.3,80.2,B
598,Masculino,3.4,93.6,7.1,Mestrado,Não,Sim,Não,77.5,80.9,B
