id_estudante,genero,horas_estudo,percentual_frequencia,horas_sono,escolaridade_pais,acesso_internet,atividades_extracurriculares,trabalho_meio_periodo,nota_anterior,pontuacao_prova_final,nota_final
407,0,3.9,83.4,6.3,2,1,0,0,87.4,78.9,C
408,0,1.6,91.7,5.7,2,1,1,0,64.5,90.4,A
409,0,1.9,87.1,6.8,1,0,0,0,64.8,80.1,B
410,0,5.1,77.5,5.8,0,1,1,1,54.4,78.1,C
411,1,3.4,81.8,7.5,1,1,0,0,64.9,70.1,C
412,0,4.5,77.0,4.7,1,1,0,0,81.6,90.2,A
413,0,3.5,95.8,6.4,3,1,1,0,85.6,86.5,B
414,1,3.5,85.2,7.2,2,1,1,0,81.5,93.5,A
415,1,4.9,100.0,7.0,2,0,1,1,48.5,83.3,B
416,1,2.7,84.4,10.0,2,1,0,1,83.0,81.2,B
417,1,3.6,77.9,7.2,3,0,0,0,47.9,76.0,C
418,0,2.8,69.9,5.6,1,1,1,0,80.8,84.9,B
419,0,2.8,67.0,6.7,3,1,0,0,65.6,79.2,C
420,0,3.0,69.2,4.7,2,0,0,0,78.4,72.8,C
421,0,3.8,87.7,6.7,2,1,1,1,54.0,69.9,D
422,0,2.8,90.1,5.8,2,0,1,0,84.1,89.6,B
423,0,5.4,69.2,7.9,1,1,0,1,52.4,77.3,C
424,1,2.2,94.0,6.1,3,0,0,0,62.0,64.6,D
425,0,3.2,80.2,6.7,2,1,0,1,58.0,81.8,B
426,1,2.8,86.5,6.0,1,1,1,0,48.9,86.2,B
427,1,5.7,100.0,8.9,2,1,1,1,71.1,100.0,A
428,0,3.8,94.0,6.4,0,1,1,0,91.7,100.0,A
429,1,5.0,82.3,9.0,2,1,1,0,100.0,100.0,A
430,0,1.3,76.1,7.8,0,1,1,0,71.2,72.0,C
431,1,3.9,63.5,7.4,1,1,0,0,83.4,81.2,B
432,0,4.8,77.8,7.2,1,1,1,0,72.8,100.0,A
433,1,3.6,82.9,7.3,1,1,0,1,76.0,79.7,C
434,0,5.1,75.1,4.5,2,1,1,0,65.9,89.4,B
435,0,2.7,83.7,6.5,1,1,0,0,72.3,77.8,C
436,0,5.6,85.8,7.8,1,1,1,1,76.4,93.4,A
437,0,6.9,82.8,6.7,0,1,1,1,63.1,100.0,A
438,0,3.0,78.5,5.1,3,1,1,0,69.1,76.5,C
439,1,2.8,86.7,6.7,3,1,0,0,69.3,79.3,C
440,1,5.7,89.4,8.8,1,0,0,0,79.9,100.0,A
441,1,5.9,74.1,8.3,1,1,1,0,57.2,98.9,A
442,0,2.7,99.1,6.7,1,1,1,1,69.4,87.5,B
443,1,2.9,84.0,7.9,3,1,0,1,92.9,85.2,B
444,0,3.1,85.2,6.4,0,1,1,0,84.0,86.0,B
445,0,1.5,92.1,4.8,2,1,1,1,86.2,80.7,B
446,1,2.1,87.3,5.7,1,1,0,0,70.3,79.9,C
447,1,2.0,94.5,8.7,2,1,0,0,73.9,79.1,C
448,0,2.3,87.9,6.5,1,1,1,1,82.0,87.1,B
449,1,3.4,78.9,6.5,2,1,1,0,88.7,90.7,A
450,0,3.9,88.6,6.4,2,1,0,1,46.6,64.6,D
451,0,5.8,73.6,9.1,3,0,1,0,54.2,77.9,C
452,0,2.0,86.1,8.8,1,1,1,1,85.7,82.0,B
453,0,5.0,84.7,9.5,1,1,0,0,66.7,92.8,A
454,0,3.2,82.9,6.6,0,0,0,0,61.9,85.4,B
455,1,3.4,83.7,7.2,1,1,1,0,55.0,80.7,B
456,1,4.5,66.2,5.0,1,1,0,0,63.3,72.7,C
457,0,1.8,79.5,8.6,1,1,0,1,53.2,68.8,D
458,0,4.1,85.9,5.4,1,0,1,0,95.1,89.9,B
459,1,3.7,86.6,7.1,2,0,0,0,69.7,83.3,B
460,1,4.2,74.7,5.5,3,1,1,0,69.3,86.8,B
461,0,3.9,97.7,6.1,1,1,1,1,77.1,98.2,A
462,1,7.2,76.3,5.8,2,1,0,0,81.5,100.0,A
463,0,2.5,94.7,6.1,3,1,1,1,81.4,95.1,A
464,1,2.7,89.3,6.2,2,1,1,0,82.9,93.5,A
465,0,2.6,78.5,6.1,4,0,1,1,62.4,63.2,D
466,1,2.7,100.0,7.8,4,1,1,0,66.4,100.0,A
467,0,2.5,73.1,5.5,1,1,0,1,79.2,77.1,C
468,1,5.3,94.2,7.1,3,1,0,0,63.7,88.8,B
469,1,5.6,95.0,8.3,2,1,0,0,69.9,100.0,A
470,0,2.6,78.3,6.2,0,1,1,1,74.8,89.9,B
471,1,2.3,98.9,5.9,2,1,1,0,79.4,87.6,B
472,0,4.2,82.5,6.5,0,0,1,1,48.7,68.0,D
473,1,2.7,87.9,8.2,3,0,1,0,78.6,82.2,B
474,0,4.4,87.6,7.0,1,1,1,0,67.2,94.0,A
475,1,3.8,83.7,6.2,2,0,0,0,78.5,90.9,A
476,0,1.2,93.1,7.4,0,1,0,0,79.3,85.0,B
477,1,5.8,92.9,5.5,4,1,0,1,89.3,100.0,A
478,0,6.2,67.5,7.6,1,1,1,0,86.2,100.0,A
479,1,2.6,98.0,7.3,3,1,0,1,86.2,87.4,B
480,0,2.9,68.4,6.4,1,0,1,0,87.3,84.8,B
481,0,3.9,95.3,5.8,1,1,1,0,73.5,89.5,B
482,0,4.0,96.3,5.7,2,1,0,0,70.4,92.3,A
483,1,4.5,74.1,7.4,1,1,0,1,80.5,86.6,B
484,0,6.5,80.9,8.3,3,1,1,0,78.8,100.0,A
485,1,3.2,73.9,6.0,1,1,1,0,66.3,75.7,C
486,0,2.3,82.9,7.4,3,1,1,1,74.9,87.3,B
487,1,1.4,81.9,4.3,1,1,0,0,69.6,66.6,D
488,0,2.4,92.8,6.1,1,1,1,0,59.8,74.1,C
489,1,3.5,98.1,6.8,1,1,0,0,85.5,100.0,A
490,1,6.2,99.0,5.7,1,1,1,0,70.7,100.0,A
491,0,2.7,79.4,5.7,1,1,1,0,94.6,74.3,C
492,1,3.8,82.9,6.0,1,1,1,1,50.5,71.1,C
493,1,3.5,68.2,7.2,2,1,1,0,63.3,66.7,D
494,0,5.3,76.9,6.6,1,1,1,1,70.4,82.1,B
495,1,7.3,94.6,4.1,2,1,0,0,83.6,88.5,B
496,1,2.7,100.0,4.3,2,0,0,0,74.8,79.4,C
497,1,2.8,72.7,6.1,4,1,0,0,73.7,71.0,C
498,0,5.1,79.1,7.3,0,1,0,0,56.5,85.4,B
499,1,4.5,84.7,3.5,2,0,0,1,56.1,61.8,D
500,0,6.3,87.8,6.2,1,1,0,0,73.9,99.6,A
501,1,4.4,76.9,6.2,1,1,0,0,53.6,76.1,C
502,1,3.0,89.2,8.5,0,1,1,1,63.6,90.4,A
503,1,4.4,80.3,6.3,1,0,1,0,76.0,93.3,A
504,0,5.2,84.9,7.3,1,0,1,0,58.2,88.9,B
505,1,4.7,90.5,7.0,1,1,1,0,89.3,99.0,A
506,1,4.3,85.1,4.2,1,1,1,1,84.7,100.0,A
507,0,5.1,80.6,7.7,1,1,0,0,51.1,74.5,C
508,1,5.3,83.9,7.1,3,0,1,1,58.8,72.8,C
509,0,5.6,84.1,7.4,1,0,1,1,42.6,76.1,C
510,0,4.5,81.3,10.0,2,1,1,1,60.6,99.5,A
511,1,3.2,82.4,4.3,1,1,1,1,79.2,79.9,C
512,0,3.7,100.0,8.9,1,1,1,1,65.0,88.2,B
513,1,5.3,90.6,6.5,0,1,1,0,75.5,88.9,B
514,0,2.3,82.0,7.1,1,1,1,0,51.7,77.9,C
515,0,4.1,92.0,6.7,3,1,1,1,79.6,97.2,A
516,1,2.9,81.7,6.3,2,1,0,1,63.3,79.3,C
517,0,3.5,96.7,6.1,1,1,0,0,70.1,84.2,B
518,0,5.4,88.7,7.2,0,0,1,0,68.9,86.3,B
519,0,3.8,83.9,5.0,1,1,1,1,54.7,67.6,D
520,0,3.6,89.5,7.7,4,1,1,1,56.2,80.7,B
521,0,1.5,69.3,6.3,1,1,0,1,81.6,64.7,D
522,1,4.6,73.7,5.4,4,0,1,1,74.8,71.8,C
523,0,4.5,73.1,6.3,1,1,1,1,82.6,84.9,B
524,1,6.7,86.4,8.3,2,1,0,0,73.9,100.0,A
525,0,3.0,100.0,6.2,3,1,1,1,71.7,82.4,B
526,1,3.8,100.0,7.2,0,1,1,0,49.3,87.3,B
527,1,3.9,91.4,5.9,0,1,1,1,66.8,84.8,B
528,0,5.9,90.0,7.7,3,1,0,0,69.7,96.4,A
529,0,3.4,67.0,7.6,4,0,0,0,93.4,84.3,B
530,0,3.9,79.6,9.0,1,1,0,0,78.2,84.5,B
531,1,4.4,77.1,6.6,1,1,1,0,88.4,94.7,A
532,0,3.8,78.8,7.6,1,1,1,0,77.2,89.6,B
533,1,2.8,83.3,6.9,2,1,0,0,61.5,68.6,D
534,1,3.8,80.3,8.4,2,1,0,0,71.4,92.8,A
535,1,5.1,65.2,5.9,2,1,1,0,72.8,80.7,B
536,0,2.0,92.5,7.7,1,1,0,0,58.7,77.6,C
537,0,3.7,74.3,6.6,3,1,1,0,65.4,87.7,B
538,1,2.4,87.4,6.7,1,1,1,0,67.5,86.0,B
539,1,5.3,100.0,6.9,1,1,0,0,89.3,100.0,A
540,0,1.2,75.8,7.1,2,1,1,1,45.0,57.3,F
541,1,2.7,59.7,6.7,3,0,0,1,84.5,75.6,C
542,0,4.1,82.1,7.1,3,1,1,0,58.8,87.3,B
543,1,5.8,96.0,8.7,2,1,1,1,53.5,88.8,B
544,0,3.4,100.0,8.0,1,1,0,0,84.2,91.8,A
545,1,2.7,72.7,7.8,2,1,0,1,78.8,66.0,D
546,0,6.3,90.0,6.3,1,1,1,0,85.1,100.0,A
547,1,1.3,80.3,5.7,2,0,1,0,79.6,71.1,C
548,0,0.5,83.9,7.9,2,1,0,0,94.7,88.8,B
549,0,4.2,100.0,7.9,1,1,1,0,76.7,100.0,A
550,1,2.7,70.0,8.6,1,1,0,0,68.1,85.2,B
551,1,2.0,87.5,6.1,0,1,0,0,74.1,75.4,C
552,0,4.6,89.7,6.5,0,1,1,0,84.9,100.0,A
553,1,3.9,95.9,4.8,2,1,1,1,60.6,78.9,C
554,0,2.7,86.0,6.3,1,1,1,0,62.2,83.4,B
555,1,1.6,88.1,8.0,1,0,0,0,66.3,63.4,D
556,0,4.8,81.1,6.2,2,1,1,0,44.7,80.7,B
557,0,4.5,87.7,7.6,0,1,1,0,71.7,80.8,B
558,0,3.4,81.6,6.6,1,1,1,0,47.4,73.1,C
559,0,6.3,91.2,7.2,3,1,0,1,70.6,99.8,A
560,0,1.9,81.3,5.4,1,1,1,1,80.4,73.5,C
561,0,1.2,88.8,6.9,0,1,1,0,64.3,68.2,D
562,1,2.5,84.7,3.2,2,0,0,0,90.1,83.9,B
563,1,3.4,96.3,6.6,3,0,0,0,52.5,75.3,C
564,1,3.9,84.5,4.8,1,0,0,1,84.3,78.7,C
565,0,3.1,67.3,8.2,2,1,1,0,78.1,82.8,B
566,0,4.0,97.6,7.7,1,1,1,0,49.4,100.0,A
567,0,1.6,75.9,7.4,1,1,0,0,100.0,92.6,A
568,0,5.7,78.5,8.6,0,1,1,1,69.2,99.1,A
569,1,3.4,79.0,5.7,0,1,0,1,59.5,76.2,C
570,1,5.2,98.7,8.9,4,1,0,1,53.1,90.9,A
571,0,4.0,63.6,7.9,2,1,1,1,67.4,63.3,D
572,1,4.2,100.0,6.5,3,1,0,1,68.5,85.0,B
573,1,4.4,95.6,8.2,1,1,0,1,71.2,88.7,B
574,0,4.2,87.2,5.5,1,1,1,0,66.4,75.3,C
575,1,4.5,84.5,5.8,1,1,1,0,77.6,84.9,B
576,0,5.5,87.9,6.1,2,1,1,0,65.3,81.1,B
577,1,3.8,90.2,6.2,2,1,1,1,46.8,75.6,C
578,0,4.6,91.5,5.5,1,1,1,0,68.2,95.5,A
579,0,3.4,90.6,8.3,2,1,0,0,41.6,83.3,B
580,0,5.7,85.9,6.5,3,1,0,1,74.2,95.7,A
581,0,2.5,83.0,7.2,2,1,1,0,58.2,70.4,C
582,1,6.2,83.5,6.1,1,1,1,1,72.0,82.7,B
583,0,3.4,83.1,4.6,1,1,0,0,85.8,76.7,C
584,0,1.4,96.3,7.1,1,1,1,0,58.6,68.4,D
585,0,3.7,90.9,4.5,1,1,0,0,82.7,84.6,B
586,1,2.5,55.6,6.7,2,1,1,0,64.8,67.7,D
587,0,4.8,91.6,5.2,2,0,1,0,91.0,89.2,B
588,1,2.5,86.9,9.2,3,1,1,0,65.6,85.0,B
589,0,2.8,84.8,7.9,2,1,0,0,59.9,77.3,C
590,1,0.7,81.1,6.9,3,1,1,1,78.2,72.2,C
591,1,2.8,96.2,8.3,1,1,0,1,64.8,89.0,B
592,0,0.5,94.5,5.8,2,1,1,0,59.9,63.2,D
593,1,1.1,77.3,7.5,3,1,1,0,64.3,73.2,C
594,0,4.6,89.1,7.0,1,0,1,0,69.5,87.0,B
595,0,4.7,75.3,7.1,1,1,0,1,86.1,88.5,B
596,0,4.1,71.2,8.3,4,1,0,0,46.8,80.4,B
597,1,2.0,78.7,7.7,1,1,1,1,70.3,80.2,B
598,1,3.4,93.6,7.1,3,0,1,0,77.5,80.9,B
599,0,3.5,94.5,4.8,1,1,1,0,72.3,86.4,B
600,0,1.8,90.1,5.6,3,1,1,0,85.7,86.3,B
601,1,5.8,92.3,6.7,1,1,1,1,69.1,93.4,A
602,0,4.8,90.2,6.9,1,1,0,0,67.8,95.1,A
603,0,3.2,78.6,5.4,2,1,0,0,77.1,83.9,B
604,0,3.5,89.3,9.7,1,1,1,0,71.2,100.0,A
605,1,3.8,93.0,8.6,2,1,1,0,65.3,80.9,B
606,1,0.5,92.5,7.5,1,1,0,0,76.2,76.4,C
607,1,3.1,96.9,6.9,1,0,0,0,62.2,73.6,C
608,0,2.5,92.1,6.5,1,1,1,0,62.7,84.0,B
609,0,2.0,88.5,5.7,1,0,1,1,63.7,58.6,F
610,0,3.1,95.7,6.9,0,1,1,0,86.2,96.3,A
611,1,6.2,84.7,7.1,1,1,1,0,31.3,78.8,C
612,0,4.5,76.2,5.3,2,1,1,1,74.7,79.8,C
613,0,2.6,83.4,7.2,1,1,1,1,70.4,70.0,C
614,0,4.4,77.6,6.6,1,1,0,0,49.8,75.0,C
615,0,5.6,78.2,4.5,0,1,1,1,73.7,95.0,A
616,1,4.9,83.6,5.8,1,1,1,0,75.7,92.4,A
617,1,3.6,77.1,6.3,0,1,1,1,77.1,86.4,B
618,0,2.5,81.9,9.1,1,1,0,0,38.2,79.1,C
619,1,4.5,66.1,7.5,3,1,0,0,86.4,91.5,A
620,1,4.1,87.1,5.2,2,1,1,0,61.1,80.3,B
621,0,4.8,85.0,7.4,4,1,1,0,78.2,98.3,A
622,0,4.5,76.8,4.9,2,0,0,0,78.9,79.3,C
623,1,5.1,91.6,8.1,2,1,1,0,59.5,89.5,B
624,0,2.7,94.4,6.2,1,1,1,1,77.9,75.7,C
625,1,5.5,68.9,6.7,1,1,1,1,65.4,89.6,B
626,0,3.8,77.4,8.4,0,1,1,1,45.1,71.0,C
627,1,6.6,77.3,5.3,1,0,1,0,84.0,96.8,A
628,0,2.5,75.6,5.1,2,1,0,1,60.7,61.9,D
629,1,6.1,93.3,6.1,3,1,0,1,59.7,93.9,A
630,1,3.8,83.1,8.0,1,1,1,0,65.2,81.3,B
631,1,2.5,82.4,5.0,0,1,0,0,73.3,77.6,C
632,0,2.8,65.0,3.4,3,0,1,0,69.3,71.4,C
633,1,3.0,91.4,6.3,2,1,1,1,76.6,89.4,B
634,1,4.1,72.6,7.5,4,1,0,1,53.9,74.3,C
635,0,4.3,85.6,8.2,1,1,0,0,61.1,76.0,C
636,0,2.6,87.8,6.2,1,1,1,1,68.6,96.3,A
637,1,3.5,98.6,6.3,2,1,1,0,92.8,100.0,A
638,1,6.7,71.9,8.2,1,1,0,0,68.6,99.9,A
639,0,6.1,54.8,4.6,3,1,0,0,83.0,83.8,B
640,0,4.2,86.8,6.3,0,0,0,1,70.5,79.4,C
641,0,3.6,100.0,7.0,2,1,1,0,64.2,86.0,B
642,0,3.7,97.4,7.3,1,1,1,0,67.0,97.9,A
643,0,4.4,87.1,6.2,0,1,1,0,68.0,90.5,A
644,1,2.0,80.1,6.8,2,0,1,0,77.2,70.4,C
645,0,3.1,93.1,3.8,2,1,0,1,86.5,82.9,B
646,1,1.0,75.3,6.0,2,1,1,1,74.3,75.5,C
647,1,4.1,89.8,7.3,0,1,1,0,84.2,100.0,A
648,1,4.5,90.1,5.6,2,1,0,0,58.4,94.0,A
649,0,2.8,95.6,6.9,3,1,1,0,65.0,88.9,B
650,1,5.9,100.0,7.3,3,1,1,0,61.3,97.3,A
651,1,1.7,88.9,6.4,1,1,0,0,73.8,59.5,F
652,0,1.3,79.9,7.0,2,1,0,0,65.7,73.3,C
653,1,3.8,84.7,5.6,3,1,0,0,78.8,88.0,B
654,1,5.1,67.3,6.6,2,0,1,1,58.8,74.8,C
655,0,6.0,78.1,7.5,3,0,0,0,70.5,89.9,B
656,1,2.8,80.9,7.0,0,1,0,1,78.2,72.6,C
657,1,5.1,79.8,6.1,2,1,1,0,45.2,83.6,B
658,1,3.4,86.5,7.1,3,1,1,0,95.5,100.0,A
659,0,3.2,76.8,7.7,3,1,0,0,66.6,84.3,B
660,0,4.8,96.2,4.3,3,1,1,1,45.7,85.4,B
661,0,4.5,85.0,8.2,2,1,0,0,71.9,95.2,A
662,1,1.1,84.9,6.4,1,1,1,1,70.4,69.0,D
663,1,5.7,81.7,7.3,2,1,1,0,69.0,94.2,A
664,0,5.6,86.6,8.2,3,1,1,1,81.9,99.7,A
665,1,2.6,93.3,5.2,2,1,0,0,79.0,85.8,B
666,1,4.1,76.3,5.9,3,1,1,0,73.6,91.7,A
667,0,4.2,78.4,6.5,2,1,1,0,75.4,92.2,A
668,0,3.9,82.0,5.9,2,1,0,0,68.7,96.3,A
669,1,2.7,71.5,8.9,1,1,0,1,91.3,97.6,A
670,1,2.5,76.8,5.8,3,1,0,1,52.2,66.4,D
671,1,3.5,80.2,6.1,2,1,1,0,71.7,60.8,D
672,0,5.3,93.7,7.0,1,0,1,0,70.8,99.8,A
673,0,4.3,87.6,5.4,1,1,0,1,79.8,85.2,B
674,0,2.9,86.9,6.3,3,1,0,0,59.9,73.2,C
675,0,4.7,93.5,7.2,2,1,1,0,49.1,83.8,B
676,1,0.5,83.6,6.4,1,0,1,1,71.9,61.3,D
677,0,5.2,88.9,6.7,0,0,0,1,73.4,90.6,A
678,0,0.9,84.0,6.2,3,1,1,1,87.9,67.7,D
679,0,3.0,87.7,5.0,0,0,0,0,54.8,63.6,D
680,0,1.8,79.2,7.2,2,1,1,0,83.9,84.1,B
681,0,1.6,60.6,8.9,2,1,1,0,98.4,86.2,B
682,1,5.2,83.7,6.8,4,1,0,0,65.5,93.9,A
683,1,2.8,99.2,7.1,2,1,1,1,54.5,73.9,C
684,0,4.0,94.3,7.6,3,0,1,0,65.1,79.3,C
685,1,3.4,94.7,5.3,1,1,1,0,70.2,83.8,B
686,0,4.2,97.4,8.8,2,0,1,1,76.8,91.7,A
687,0,3.6,85.9,7.0,1,1,0,0,62.9,91.7,A
688,1,1.6,87.0,8.8,1,1,0,0,88.7,74.4,C
689,1,5.0,78.8,5.9,1,1,0,0,56.6,81.5,B
690,0,2.8,81.8,9.0,1,1,1,0,49.1,67.7,D
691,0,1.2,91.2,7.7,0,1,1,1,83.3,71.0,C
692,0,2.9,97.0,7.5,1,1,1,1,42.7,79.9,C
693,1,5.8,83.6,7.1,3,0,0,0,67.6,92.2,A
694,0,4.8,80.5,6.5,3,1,0,1,100.0,100.0,A
695,0,3.0,85.0,8.2,2,1,0,0,69.9,89.6,B
696,0,3.0,91.0,7.0,1,1,1,0,56.6,77.5,C
697,1,3.0,70.6,4.4,3,1,1,0,69.3,72.6,C
698,0,6.6,62.0,5.5,2,0,1,0,69.4,97.9,A
699,0,4.1,79.5,6.6,3,1,1,0,71.9,85.5,B
700,1,4.1,72.8,7.2,3,1,1,0,77.9,92.1,A
701,0,5.0,79.9,6.7,0,1,0,0,57.5,84.5,B
702,0,3.9,83.5,8.3,2,1,1,1,90.3,82.8,B
703,1,3.1,80.5,4.5,1,1,1,1,72.9,65.4,D
704,0,3.2,99.5,7.0,2,1,1,0,78.7,89.6,B
705,1,3.4,88.3,4.6,1,1,0,1,62.5,83.1,B
706,1,3.4,88.0,7.7,4,1,0,1,85.4,94.2,A
707,0,4.6,91.2,6.7,1,1,0,1,66.9,92.9,A
708,0,3.6,73.6,7.3,1,1,0,0,73.3,77.1,C
709,0,4.6,95.4,5.8,3,1,1,0,58.8,98.3,A
710,0,3.4,84.2,8.3,2,1,0,1,58.0,72.1,C
711,1,3.6,91.7,8.1,2,1,1,0,78.3,94.6,A
712,0,0.5,74.3,7.5,2,1,1,0,64.7,67.1,D
713,1,4.9,69.5,6.6,4,0,0,1,59.8,72.2,C
714,0,4.0,93.2,7.5,1,1,0,0,62.3,95.6,A
715,0,5.0,88.8,6.0,4,1,1,0,78.4,91.9,A
716,0,0.5,76.0,7.8,1,0,1,0,62.5,54.1,F
717,1,6.6,76.3,8.8,3,1,1,0,68.6,98.5,A
718,0,3.3,96.3,8.1,3,1,1,1,70.2,85.0,B
719,0,5.2,73.1,5.9,1,1,1,0,47.0,99.1,A
720,0,1.9,100.0,7.2,2,1,1,1,52.3,78.2,C
721,0,4.4,76.0,5.2,1,1,1,0,74.0,83.8,B
722,1,1.9,91.4,7.5,3,1,0,0,61.2,70.7,C
723,0,2.6,81.7,7.3,2,0,1,0,82.7,69.9,D
724,1,6.4,91.0,4.6,2,1,1,1,81.6,93.7,A
725,1,3.2,79.6,5.4,1,1,1,0,78.6,84.9,B
726,1,3.8,83.4,6.5,1,1,0,0,91.8,100.0,A
727,1,4.8,85.4,6.4,1,1,1,0,69.0,97.5,A
728,1,4.2,75.0,5.3,1,1,1,0,77.8,88.0,B
729,1,3.7,92.4,7.3,2,1,1,0,63.0,85.0,B
730,0,4.0,79.9,7.1,4,1,0,0,99.4,98.9,A
731,1,7.1,82.7,6.6,3,1,0,0,93.8,100.0,A
732,1,3.4,75.1,5.9,2,0,0,0,70.1,85.0,B
733,1,3.8,59.4,8.1,0,0,0,0,74.6,74.3,C
734,0,5.1,83.1,8.8,3,1,0,0,86.3,99.6,A
735,0,5.2,100.0,6.2,0,1,0,1,68.2,79.8,C
736,1,5.3,92.8,6.1,2,1,1,0,62.1,91.3,A
737,0,4.5,84.8,7.4,1,0,1,0,80.5,95.0,A
738,1,1.8,82.4,6.4,1,1,0,1,70.9,66.6,D
739,1,6.0,85.2,6.6,3,1,1,0,72.2,93.1,A
740,0,1.8,90.5,7.7,1,1,1,0,60.0,81.8,B
741,1,4.0,73.2,4.5,1,1,0,0,49.4,62.9,D
742,0,2.4,96.1,8.4,2,1,1,0,72.8,94.0,A
743,0,3.4,92.2,6.9,2,1,0,1,80.9,85.0,B
744,1,4.0,92.2,6.3,2,1,0,1,67.3,82.4,B
745,1,4.0,89.4,6.7,1,1,1,0,87.2,89.5,B
746,0,4.1,85.2,6.8,2,1,0,1,61.6,83.3,B
747,1,5.9,91.7,4.7,2,1,1,1,57.3,100.0,A
748,1,4.2,90.9,8.6,0,0,1,0,69.2,92.4,A
749,1,3.1,81.5,6.8,3,1,1,0,69.0,77.0,C
750,0,4.9,79.3,7.3,0,0,0,0,79.2,95.1,A
751,0,5.3,86.0,7.9,3,1,0,0,60.7,88.8,B
752,1,1.7,100.0,5.6,2,1,1,1,86.4,93.2,A
753,0,4.4,72.6,7.4,1,1,0,1,93.6,96.4,A
754,0,4.6,70.3,6.5,3,1,1,0,69.5,67.2,D
755,0,3.1,86.6,7.8,2,1,0,0,85.0,84.6,B
756,0,5.6,85.5,4.2,2,1,1,1,57.3,89.8,B
757,0,3.3,86.7,6.7,2,1,0,0,82.9,90.3,A
758,1,3.7,87.4,6.1,2,1,1,1,82.6,82.5,B
759,1,3.2,82.8,7.3,1,1,1,0,80.4,84.5,B
760,1,3.5,99.9,7.4,2,0,1,1,69.8,72.1,C
761,0,1.9,69.0,6.0,1,1,0,1,34.5,53.2,F
762,0,1.3,76.7,5.9,3,0,1,1,62.3,74.0,C
763,1,5.9,84.0,6.7,1,1,0,0,62.5,96.8,A
764,0,2.2,68.6,5.7,1,1,1,0,58.3,81.2,B
765,1,2.0,83.2,7.8,2,1,1,0,71.5,85.4,B
766,1,0.5,100.0,6.4,3,1,1,0,65.0,81.1,B
767,1,2.5,85.2,3.3,2,1,0,0,60.1,83.9,B
768,0,1.5,87.3,6.4,1,1,1,1,57.3,71.2,C
769,0,6.0,72.4,5.6,2,1,0,0,61.4,85.5,B
770,1,5.0,78.8,4.8,1,1,0,0,83.5,98.4,A
771,1,2.5,81.2,5.3,0,1,0,0,62.1,82.6,B
772,1,6.9,81.8,6.9,0,1,1,1,63.8,91.6,A
773,1,5.0,97.8,8.4,2,1,0,0,64.5,91.3,A
774,0,3.0,90.6,7.2,1,1,0,1,74.1,84.3,B
775,0,0.5,73.9,6.1,3,1,1,0,75.5,74.6,C
776,1,6.9,87.5,7.3,1,1,0,1,33.5,88.6,B
777,1,1.4,90.0,6.2,2,1,1,0,82.3,73.6,C
778,0,1.0,96.4,6.0,1,1,1,0,87.2,95.8,A
779,0,5.0,100.0,5.4,0,1,1,0,57.4,87.1,B
780,1,7.2,74.8,4.7,1,1,1,0,58.3,89.9,B
781,1,5.6,76.9,6.3,2,0,1,0,64.6,79.1,C
782,1,4.3,72.4,7.0,3,1,1,0,60.9,97.6,A
783,0,4.4,82.7,6.7,2,1,0,0,72.7,90.3,A
784,0,4.8,89.7,6.3,1,1,1,0,46.6,78.1,C
785,0,4.6,94.9,5.7,0,1,1,0,56.6,92.6,A
786,1,3.9,84.2,7.5,2,1,1,1,88.5,97.0,A
787,1,3.7,81.8,5.2,2,1,0,0,58.9,77.0,C
788,0,3.4,86.5,7.7,1,1,0,0,84.9,96.8,A
789,0,2.4,76.6,5.6,2,1,0,0,74.3,72.1,C
790,1,3.1,100.0,5.9,2,1,0,0,48.3,75.4,C
791,0,1.0,68.9,5.0,1,1,1,0,77.6,57.6,F
792,0,3.4,86.8,6.2,1,0,0,1,68.6,67.6,D
793,1,2.0,100.0,8.0,3,1,1,1,64.5,91.2,A
794,0,1.8,85.1,7.4,1,1,1,1,72.9,86.8,B
795,1,3.8,83.1,8.0,1,1,0,0,75.7,89.5,B
796,1,5.6,81.4,7.4,2,1,1,0,78.5,100.0,A
797,1,4.9,83.2,5.5,3,1,0,0,84.1,93.4,A
798,1,1.1,98.7,6.4,1,1,0,0,74.9,78.7,C
799,1,2.0,62.9,5.9,2,1,1,1,53.5,60.8,D
800,1,4.9,100.0,8.4,1,1,1,0,64.3,96.1,A
801,1,2.0,70.8,5.4,1,1,1,0,100.0,83.0,B
802,0,3.2,82.3,7.9,1,1,0,0,78.7,94.0,A
803,1,4.3,80.7,7.9,3,1,0,0,98.4,100.0,A
804,1,2.0,90.9,9.0,1,1,1,0,86.7,94.6,A
805,0,3.7,69.0,6.3,1,1,1,0,72.9,87.7,B
806,0,1.5,89.6,7.7,2,1,0,0,73.6,82.1,B
807,0,2.6,100.0,9.5,3,1,0,1,69.6,80.1,B
808,1,4.0,71.4,6.1,1,0,1,1,49.1,57.8,F
809,0,1.1,86.9,5.0,2,1,1,0,70.2,74.3,C
810,1,4.2,78.4,4.5,1,0,0,0,84.5,82.5,B
811,1,3.5,89.3,7.7,2,1,1,0,62.8,85.9,B
812,1,4.3,85.2,4.5,2,1,1,0,74.9,88.4,B
813,1,3.8,78.6,6.4,2,1,0,0,80.2,100.0,A
814,0,5.5,89.9,7.3,1,0,0,1,59.1,75.6,C
815,0,3.7,100.0,7.0,1,1,1,0,64.6,78.0,C
